ZONA_O,H_SAIDA,FE_VIA
Parque Dom Pedro,20,4409
Parque Dom Pedro,21,592
Parque Dom Pedro,22,3079
Parque Dom Pedro,23,317
Parque Ecológico do Tietê,0,269
Parque Ecológico do Tietê,2,75
Parque Ecológico do Tietê,4,681
Parque Ecológico do Tietê,5,703
Parque Ecológico do Tietê,6,2081
Parque Ecológico do Tietê,7,946
Parque Ecológico do Tietê,8,875
Parque Ecológico do Tietê,9,362
Parque Ecológico do Tietê,10,684
Parque Ecológico do Tietê,11,214
Parque Ecológico do Tietê,12,1875
Parque Ecológico do Tietê,13,849
Parque Ecológico do Tietê,14,513
Parque Ecológico do Tietê,15,483
Parque Ecológico do Tietê,16,246
Parque Ecológico do Tietê,17,893
Parque Ecológico do Tietê,18,697
Parque Ecológico do Tietê,19,1235
Parque Ecológico do Tietê,20,285
Parque Ecológico do Tietê,21,137
Parque Ecológico do Tietê,23,244
Parque Edu Chaves,5,591
Parque Edu Chaves,6,3165
Parque Edu Chaves,7,5652
Parque Edu Chaves,8,856
Parque Edu Chaves,9,913
Parque Edu Chaves,10,855
Parque Edu Chaves,11,956
Parque Edu Chaves,12,5352
Parque Edu Chaves,13,3607
Parque Edu Chaves,14,1345
Parque Edu Chaves,15,1435
Parque Edu Chaves,16,332
Parque Edu Chaves,17,3993
Parque Edu Chaves,18,3194
Parque Edu Chaves,19,532
Parque Edu Chaves,20,1120
Parque Edu Chaves,21,307
Parque Fernanda,0,348
Parque Fernanda,1,321
Parque Fernanda,2,768
Parque Fernanda,4,5298
Parque Fernanda,5,12412
Parque Fernanda,6,27040
Parque Fernanda,7,14124
Parque Fernanda,8,9980
Parque Fernanda,9,4933
Parque Fernanda,10,3891
Parque Fernanda,11,12637
Parque Fernanda,12,19696
Parque Fernanda,13,10068
Parque Fernanda,14,6649
Parque Fernanda,15,3263
Parque Fernanda,16,7177
Parque Fernanda,17,12248
Parque Fernanda,18,10978
Parque Fernanda,19,6306
Parque Fernanda,20,1608
Parque Fernanda,21,897
Parque Fernanda,22,2563
Parque Fernanda,23,1866
Parque Guarani,2,121
Parque Guarani,4,511
Parque Guarani,5,1340
Parque Guarani,6,3374
Parque Guarani,7,3696
Parque Guarani,8,1800
Parque Guarani,9,853
Parque Guarani,10,1215
Parque Guarani,11,1689
Parque Guarani,12,6897
Parque Guarani,13,1517
Parque Guarani,14,939
Parque Guarani,15,646
Parque Guarani,16,818
Parque Guarani,17,3509
Parque Guarani,18,3977
Parque Guarani,19,1041
Parque Ibirapuera,0,97
Parque Ibirapuera,5,131
Parque Ibirapuera,6,1397
Parque Ibirapuera,7,873
Parque Ibirapuera,8,1717
Parque Ibirapuera,9,1124
Parque Ibirapuera,10,3308
Parque Ibirapuera,11,3671
Parque Ibirapuera,12,3964
Parque Ibirapuera,13,4539
Parque Ibirapuera,14,3253
Parque Ibirapuera,15,3241
Parque Ibirapuera,16,7303
Parque Ibirapuera,17,5931
Parque Ibirapuera,18,2626
Parque Ibirapuera,19,1366
Parque Ibirapuera,20,2154
Parque Ibirapuera,21,233
Parque Ibirapuera,22,1733
Parque Ibirapuera,23,75
Parque Industrial,4,1507
Parque Industrial,5,1614
Parque Industrial,6,13838
Parque Industrial,7,6379
Parque Industrial,8,6729
Parque Industrial,9,2644
Parque Industrial,10,4503
Parque Industrial,11,11943
Parque Industrial,12,16993
Parque Industrial,13,7955
Parque Industrial,14,5439
Parque Industrial,15,3649
Parque Industrial,16,2664
Parque Industrial,17,2278
Parque Industrial,18,13762
Parque Industrial,19,7261
Parque Industrial,20,746
Parque Industrial,21,2964
Parque Industrial,22,3909
Parque Industrial,23,241
Parque Interlagos,0,274
Parque Interlagos,5,1109
Parque Interlagos,6,4356
Parque Interlagos,7,8195
Parque Interlagos,8,4256
Parque Interlagos,9,1539
Parque Interlagos,10,2001
Parque Interlagos,11,3366
Parque Interlagos,12,6670
Parque Interlagos,13,2067
Parque Interlagos,14,3207
Parque Interlagos,15,4502
Parque Interlagos,16,5971
Parque Interlagos,17,10401
Parque Interlagos,18,4094
Parque Interlagos,19,3605
Parque Interlagos,20,2685
Parque Interlagos,21,749
Parque Interlagos,22,777
Parque Interlagos,23,920
Parque Morro Doce,4,718
Parque Morro Doce,5,6731
Parque Morro Doce,6,7957
Parque Morro Doce,7,8680
Parque Morro Doce,8,2744
Parque Morro Doce,9,2050
Parque Morro Doce,10,1981
Parque Morro Doce,11,4552
Parque Morro Doce,12,5401
Parque Morro Doce,13,1640
Parque Morro Doce,14,405
Parque Morro Doce,15,129
Parque Morro Doce,16,445
Parque Morro Doce,17,6576
Parque Morro Doce,18,5926
Parque Morro Doce,19,2275
Parque Morro Doce,21,660
Parque Morro Doce,22,988
Parque Novo Mundo,0,196
Parque Novo Mundo,1,270
Parque Novo Mundo,2,236
Parque Novo Mundo,3,590
Parque Novo Mundo,4,296
Parque Novo Mundo,5,2184
Parque Novo Mundo,6,7839
Parque Novo Mundo,7,10870
Parque Novo Mundo,8,2481
Parque Novo Mundo,9,3794
Parque Novo Mundo,10,6587
Parque Novo Mundo,11,7579
Parque Novo Mundo,12,16581
Parque Novo Mundo,13,10283
Parque Novo Mundo,14,2145
Parque Novo Mundo,15,4218
Parque Novo Mundo,16,8498
Parque Novo Mundo,17,12215
Parque Novo Mundo,18,9476
Parque Novo Mundo,19,7908
Parque Novo Mundo,20,3735
Parque Novo Mundo,21,1270
Parque Novo Mundo,22,2584
Parque Novo Mundo,23,738
Parque Oratório,4,581
Parque Oratório,5,2941
Parque Oratório,6,15825
Parque Oratório,7,11056
Parque Oratório,8,5304
Parque Oratório,9,5530
Parque Oratório,10,3711
Parque Oratório,11,2474
Parque Oratório,12,15875
Parque Oratório,13,4233
Parque Oratório,14,2262
Parque Oratório,15,1307
Parque Oratório,16,2789
Parque Oratório,17,12157
Parque Oratório,18,7990
Parque Oratório,19,3378
Parque Oratório,20,1455
Parque Oratório,21,965
Parque Oratório,22,891
Parque Palmas do Tremembé,0,814
Parque Palmas do Tremembé,4,432
Parque Palmas do Tremembé,5,925
Parque Palmas do Tremembé,6,13003
Parque Palmas do Tremembé,7,5452
Parque Palmas do Tremembé,8,2149
Parque Palmas do Tremembé,9,2318
Parque Palmas do Tremembé,10,3133
Parque Palmas do Tremembé,11,4660
Parque Palmas do Tremembé,12,7619
Parque Palmas do Tremembé,13,5039
Parque Palmas do Tremembé,14,4433
Parque Palmas do Tremembé,15,2716
Parque Palmas do Tremembé,16,7389
Parque Palmas do Tremembé,17,3137
Parque Palmas do Tremembé,18,4519
Parque Palmas do Tremembé,19,4034
Parque Palmas do Tremembé,20,63
Parque Palmas do Tremembé,21,367
Parque Palmas do Tremembé,22,1015
Parque Palmas do Tremembé,23,273
Parque Peruche,1,392
Parque Peruche,4,667
Parque Peruche,5,5677
Parque Peruche,6,14117
Parque Peruche,7,9311
Parque Peruche,8,4477
Parque Peruche,9,1190
Parque Peruche,10,4619
Parque Peruche,11,8538
Parque Peruche,12,12394
Parque Peruche,13,3847
Parque Peruche,14,4577
Parque Peruche,15,3676
Parque Peruche,16,3060
Parque Peruche,17,10897
Parque Peruche,18,8894
Parque Peruche,19,2934
Parque Peruche,20,4073
Parque Peruche,21,880
Parque Peruche,22,912
Parque Peruche,23,1087
Parque Pinheiros,0,2456
Parque Pinheiros,4,2598
Parque Pinheiros,5,7154
Parque Pinheiros,6,16382
Parque Pinheiros,7,17278
Parque Pinheiros,8,5135
Parque Pinheiros,9,2968
Parque Pinheiros,10,9580
Parque Pinheiros,11,8769
Parque Pinheiros,12,14055
Parque Pinheiros,13,9513
Parque Pinheiros,14,6020
Parque Pinheiros,15,6363
Parque Pinheiros,16,3675
Parque Pinheiros,17,11141
Parque Pinheiros,18,9657
Parque Pinheiros,19,4716
Parque Pinheiros,20,2456
Parque Pinheiros,21,942
Parque Pinheiros,22,6227
Parque Santa Madalena,4,957
Parque Santa Madalena,5,1142
Parque Santa Madalena,6,11269
Parque Santa Madalena,7,8013
Parque Santa Madalena,8,3954
Parque Santa Madalena,9,1655
Parque Santa Madalena,10,1161
Parque Santa Madalena,11,2567
Parque Santa Madalena,12,5827
Parque Santa Madalena,13,3915
Parque Santa Madalena,14,1152
Parque Santa Madalena,15,1584
Parque Santa Madalena,16,3396
Parque Santa Madalena,17,5801
Parque Santa Madalena,18,2603
Parque Santa Madalena,20,225
Parque Santa Madalena,21,1544
Parque Santa Madalena,22,204
Parque Savoy,0,121
Parque Savoy,1,549
Parque Savoy,4,727
Parque Savoy,5,1818
Parque Savoy,6,8537
Parque Savoy,7,9778
Parque Savoy,8,3499
Parque Savoy,9,1377
Parque Savoy,10,1195
Parque Savoy,11,6459
Parque Savoy,12,7647
Parque Savoy,13,6410
Parque Savoy,14,4402
Parque Savoy,15,4870
Parque Savoy,16,4705
Parque Savoy,17,4475
Parque Savoy,18,8091
Parque Savoy,19,2250
Parque Savoy,20,2784
Parque Savoy,21,2322
Parque Savoy,22,5217
Parque Savoy,23,2299
Parque Sete Pontes,4,315
Parque Sete Pontes,5,1055
Parque Sete Pontes,6,1748
Parque Sete Pontes,7,1572
Parque Sete Pontes,8,732
Parque Sete Pontes,9,873
Parque Sete Pontes,10,182
Parque Sete Pontes,11,318
Parque Sete Pontes,12,3170
Parque Sete Pontes,13,739
Parque Sete Pontes,14,644
Parque Sete Pontes,15,57
Parque Sete Pontes,16,85
Parque Sete Pontes,17,1788
Parque Sete Pontes,18,888
Parque Sete Pontes,20,63
Parque Sete Pontes,22,197
Parque Sete Pontes,23,10
Parque São Jorge,4,202
Parque São Jorge,5,850
Parque São Jorge,6,6646
Parque São Jorge,7,6144
Parque São Jorge,8,3113
Parque São Jorge,9,1115
Parque São Jorge,10,650
Parque São Jorge,11,6871
Parque São Jorge,12,8533
Parque São Jorge,13,3573
Parque São Jorge,14,1079
Parque São Jorge,15,2524
Parque São Jorge,16,2666
Parque São Jorge,17,3952
Parque São Jorge,18,4819
Parque São Jorge,19,4149
Parque São Jorge,20,4162
Parque São Jorge,21,2785
Parque São Jorge,22,18419
Parque São Jorge,23,3769
Parque São Lucas,4,674
Parque São Lucas,5,1751
Parque São Lucas,6,18375
Parque São Lucas,7,11502
Parque São Lucas,8,3225
Parque São Lucas,9,1793
Parque São Lucas,10,199
Parque São Lucas,11,6573
Parque São Lucas,12,12497
Parque São Lucas,13,4276
Parque São Lucas,14,4288
Parque São Lucas,15,2909
Parque São Lucas,16,4709
Parque São Lucas,17,7815
Parque São Lucas,18,9512
Parque São Lucas,19,3090
Parque São Lucas,20,287
Parque São Lucas,21,230
Parque São Lucas,23,855
Parque São Rafael,4,1498
Parque São Rafael,5,4704
Parque São Rafael,6,13953
Parque São Rafael,7,11785
Parque São Rafael,8,4611
Parque São Rafael,9,3914
Parque São Rafael,10,3720
Parque São Rafael,11,5912
Parque São Rafael,12,12428
Parque São Rafael,13,9103
Parque São Rafael,14,2334
Parque São Rafael,15,842
Parque São Rafael,16,5601
Parque São Rafael,17,6094
Parque São Rafael,18,13495
Parque São Rafael,19,1341
Parque São Rafael,20,1577
Parque São Rafael,21,527
Parque São Rafael,22,1281
Parque São Rafael,23,948
Parque da Mooca,0,402
Parque da Mooca,1,1034
Parque da Mooca,2,24
Parque da Mooca,4,1235
Parque da Mooca,5,1275
Parque da Mooca,6,7533
Parque da Mooca,7,6620
Parque da Mooca,8,3936
Parque da Mooca,9,1813
Parque da Mooca,10,2297
Parque da Mooca,11,1132
Parque da Mooca,12,12996
Parque da Mooca,13,6912
Parque da Mooca,14,4781
Parque da Mooca,15,3816
Parque da Mooca,16,5950
Parque da Mooca,17,11914
Parque da Mooca,18,9759
Parque da Mooca,19,2959
Parque da Mooca,20,3206
Parque da Mooca,21,954
Parque da Mooca,22,5461
Parque da Mooca,23,2712
Parque das Nações,0,322
Parque das Nações,4,4696
Parque das Nações,5,1043
Parque das Nações,6,8209
Parque das Nações,7,10207
Parque das Nações,8,2497
Parque das Nações,9,1231
Parque das Nações,10,1689
Parque das Nações,11,2903
Parque das Nações,12,9204
Parque das Nações,13,6028
Parque das Nações,14,1212
Parque das Nações,15,1534
Parque das Nações,16,3191
Parque das Nações,17,6496
Parque das Nações,18,5219
Parque das Nações,19,430
Parque das Nações,20,1104
Parque das Nações,22,410
Parque das Nações,23,182
Parque do Carmo,7,921
Parque do Carmo,9,239
Parque do Carmo,12,1225
Parque do Carmo,13,504
Parque do Carmo,14,483
Parque do Carmo,16,2405
Parque do Carmo,17,4939
Parque do Carmo,18,1075
Parque do Carmo,22,415
Parque do Carmo,23,466
Parque do Estado,2,26
Parque do Estado,8,50
Parque do Estado,9,108
Parque do Estado,15,1408
Parque do Estado,16,1185
Parque do Estado,17,1128
Parque do Estado,18,295
Parque do Estado,20,1308
Parque do Estado,22,476
Parque do Jaraguá,10,239
Parque do Juqueri,0,275
Parque do Juqueri,9,150
Parque do Juqueri,11,457
Parque do Juqueri,13,111
Parque do Juqueri,15,457
Parque do Juqueri,17,674
Parque do Juqueri,18,1687
Parque do Juqueri,19,3022
Parque do Pedroso,4,2930
Parque do Pedroso,5,4521
Parque do Pedroso,6,19715
Parque do Pedroso,7,14684
Parque do Pedroso,8,6780
Parque do Pedroso,9,8384
Parque do Pedroso,10,2632
Parque do Pedroso,11,7152
Parque do Pedroso,12,20854
Parque do Pedroso,13,4076
Parque do Pedroso,14,5540
Parque do Pedroso,15,4268
Parque do Pedroso,16,918
Parque do Pedroso,17,13819
Parque do Pedroso,18,13204
Parque do Pedroso,19,2924
Parque do Pedroso,20,4984
Parque do Pedroso,22,2707
Paulicéia,1,821
Paulicéia,4,1238
Paulicéia,5,4322
Paulicéia,6,10120
Paulicéia,7,11040
Paulicéia,8,4304
Paulicéia,9,2564
Paulicéia,10,3290
Paulicéia,11,5827
Paulicéia,12,17544
Paulicéia,13,3539
Paulicéia,14,2938
Paulicéia,15,5674
Paulicéia,16,4299
Paulicéia,17,15200
Paulicéia,18,15244
Paulicéia,19,829
Paulicéia,20,2286
Paulicéia,21,3476
Paulicéia,22,1838
Paulicéia,23,1171
Pedreira,2,285
Pedreira,4,2277
Pedreira,5,5920
Pedreira,6,25791
Pedreira,7,11071
Pedreira,8,5097
Pedreira,9,4458
Pedreira,10,6920
Pedreira,11,7268
Pedreira,12,25956
Pedreira,13,9962
Pedreira,14,5318
Pedreira,15,7078
Pedreira,16,8497
Pedreira,17,8014
Pedreira,18,19867
Pedreira,19,5938
Pedreira,20,666
Pedreira,21,6288
Pedreira,22,2279
Pedreira,23,666
Pedro José Nunes,0,97
Pedro José Nunes,4,97
Pedro José Nunes,5,968
Pedro José Nunes,6,2051
Pedro José Nunes,7,1905
Pedro José Nunes,8,796
Pedro José Nunes,9,810
Pedro José Nunes,10,941
Pedro José Nunes,11,1299
Pedro José Nunes,12,1721
Pedro José Nunes,13,1217
Pedro José Nunes,14,277
Pedro José Nunes,15,281
Pedro José Nunes,16,1225
Pedro José Nunes,17,1344
Pedro José Nunes,18,1882
Pedro José Nunes,19,426
Pedro José Nunes,20,73
Pedro José Nunes,21,195
Pedro José Nunes,22,106
Penha,2,75
Penha,4,155
Penha,5,437
Penha,6,10233
Penha,7,7697
Penha,8,2893
Penha,9,2422
Penha,10,4387
Penha,11,6326
Penha,12,10414
Penha,13,7473
Penha,14,6028
Penha,15,5613
Penha,16,3142
Penha,17,9471
Penha,18,12351
Penha,19,2403
Penha,20,1992
Penha,21,939
Penha,22,1743
Penha,23,1503
Perdizes,0,477
Perdizes,1,129
Perdizes,3,51
Perdizes,4,101
Perdizes,5,377
Perdizes,6,8419
Perdizes,7,12467
Perdizes,8,10492
Perdizes,9,8082
Perdizes,10,3102
Perdizes,11,2543
Perdizes,12,9571
Perdizes,13,6290
Perdizes,14,6454
Perdizes,15,3731
Perdizes,16,5715
Perdizes,17,4668
Perdizes,18,8388
Perdizes,19,5010
Perdizes,20,3148
Perdizes,21,2934
Perdizes,22,829
Perdizes,23,974
Perus,4,2327
Perus,5,5491
Perus,6,20050
Perus,7,3463
Perus,8,4147
Perus,9,2048
Perus,10,4986
Perus,11,4774
Perus,12,20369
Perus,13,5043
Perus,14,1865
Perus,15,4261
Perus,16,3417
Perus,17,7306
Perus,18,10863
Perus,19,1433
Perus,20,3411
Perus,21,2039
Perus,22,3042
Perus,23,578
Pimentas,0,924
Pimentas,4,2663
Pimentas,5,9127
Pimentas,6,21343
Pimentas,7,9975
Pimentas,8,3388
Pimentas,9,1157
Pimentas,10,3676
Pimentas,11,8185
Pimentas,12,14510
Pimentas,13,8584
Pimentas,14,3460
Pimentas,15,4372
Pimentas,16,6229
Pimentas,17,10820
Pimentas,18,15897
Pimentas,19,2722
Pimentas,20,1422
Pimentas,21,2513
Pimentas,22,2183
Pimentas,23,267
Pinheirinho,4,3189
Pinheirinho,5,3435
Pinheirinho,6,13490
Pinheirinho,7,6464
Pinheirinho,8,2881
Pinheirinho,9,1968
Pinheirinho,10,4147
Pinheirinho,11,4703
Pinheirinho,12,7458
Pinheirinho,13,1128
Pinheirinho,14,4600
Pinheirinho,15,3158
Pinheirinho,16,1885
Pinheirinho,17,6192
Pinheirinho,18,6180
Pinheirinho,19,3683
Pinheirinho,20,367
Pinheirinho,21,1207
Pinheirinho,22,1815
Pinheirinho,23,434
Pinheiros,0,1389
Pinheiros,1,51
Pinheiros,2,171
Pinheiros,3,457
Pinheiros,4,171
Pinheiros,5,459
Pinheiros,6,2616
Pinheiros,7,2357
Pinheiros,8,2989
Pinheiros,9,1254
Pinheiros,10,2773
Pinheiros,11,5232
Pinheiros,12,18235
Pinheiros,13,14671
Pinheiros,14,5863
Pinheiros,15,8101
Pinheiros,16,11788
Pinheiros,17,27564
Pinheiros,18,22987
Pinheiros,19,12577
Pinheiros,20,7027
Pinheiros,21,6016
Pinheiros,22,6530
Pinheiros,23,2566
Pirajussara,4,855
Pirajussara,5,1618
Pirajussara,6,13308
Pirajussara,7,10043
Pirajussara,8,1477
Pirajussara,9,5251
Pirajussara,10,1527
Pirajussara,11,7141
Pirajussara,12,13451
Pirajussara,13,5224
Pirajussara,14,2211
Pirajussara,15,2369
Pirajussara,16,1776
Pirajussara,17,6741
Pirajussara,18,4511
Pirajussara,19,2960
Pirajussara,20,391
Pirajussara,21,697
Pirajussara,22,5036
Pirajussara,23,1336
Pirapora do Bom Jesus,4,480
Pirapora do Bom Jesus,5,427
Pirapora do Bom Jesus,6,2200
Pirapora do Bom Jesus,7,4184
Pirapora do Bom Jesus,8,1351
Pirapora do Bom Jesus,9,292
Pirapora do Bom Jesus,10,296
Pirapora do Bom Jesus,11,576
Pirapora do Bom Jesus,12,4403
Pirapora do Bom Jesus,13,1721
Pirapora do Bom Jesus,14,123
Pirapora do Bom Jesus,16,1619
Pirapora do Bom Jesus,17,1488
Pirapora do Bom Jesus,18,3012
Pirapora do Bom Jesus,20,487
Pirapora do Bom Jesus,22,187
Pirapora do Bom Jesus,23,72
Piraporinha,1,975
Piraporinha,3,750
Piraporinha,4,1208
Piraporinha,5,6102
Piraporinha,6,22814
Piraporinha,7,19686
Piraporinha,8,3387
Piraporinha,9,1801
Piraporinha,10,3082
Piraporinha,11,15638
Piraporinha,12,14894
Piraporinha,13,10934
Piraporinha,14,10295
Piraporinha,15,10585
Piraporinha,16,9710
Piraporinha,17,16388
Piraporinha,18,18769
Piraporinha,19,9300
Piraporinha,20,630
Piraporinha,21,1893
Piraporinha,22,4798
Piraporinha,23,100
Pires da Mota,5,96
Pires da Mota,6,2673
Pires da Mota,7,3162
Pires da Mota,8,1532
Pires da Mota,9,1600
Pires da Mota,10,2320
Pires da Mota,11,2373
Pires da Mota,12,6702
Pires da Mota,13,2414
Pires da Mota,14,958
Pires da Mota,15,583
Pires da Mota,16,2491
Pires da Mota,17,3489
Pires da Mota,18,2315
Pires da Mota,19,741
Pires da Mota,20,349
Pires da Mota,21,497
Pires da Mota,22,2356
Pires da Mota,23,392
Pirituba,1,236
Pirituba,4,784
Pirituba,5,3136
Pirituba,6,9492
Pirituba,7,6232
Pirituba,8,7268
Pirituba,9,2963
Pirituba,10,878
Pirituba,11,4748
Pirituba,12,14163
Pirituba,13,6730
Pirituba,14,2418
Pirituba,15,1753
Pirituba,16,3863
Pirituba,17,6309
Pirituba,18,9189
Pirituba,19,2365
Pirituba,20,1810
Pirituba,21,627
Pirituba,22,5085
Pirituba,23,542
Pirucaia,3,125
Pirucaia,4,230
Pirucaia,5,742
Pirucaia,6,2139
Pirucaia,7,2484
Pirucaia,8,801
Pirucaia,9,120
Pirucaia,10,239
Pirucaia,11,379
Pirucaia,12,2547
Pirucaia,13,768
Pirucaia,14,900
Pirucaia,15,125
Pirucaia,16,489
Pirucaia,17,2080
Pirucaia,18,590
Pirucaia,19,815
Pirucaia,21,407
Pirucaia,22,364
Planalto,0,138
Planalto,4,959
Planalto,5,1702
Planalto,6,18774
Planalto,7,23061
Planalto,8,14245
Planalto,9,3300
Planalto,10,4852
Planalto,11,5177
Planalto,12,19333
Planalto,13,8617
Planalto,14,7971
Planalto,15,8456
Planalto,16,9682
Planalto,17,21179
Planalto,18,14259
Planalto,19,4861
Planalto,20,1136
Planalto,21,2867
Planalto,22,3823
Planalto,23,3594
Planalto Paulista,0,254
Planalto Paulista,2,102
Planalto Paulista,4,102
Planalto Paulista,5,762
Planalto Paulista,6,5727
Planalto Paulista,7,6299
Planalto Paulista,8,3875
Planalto Paulista,9,2624
Planalto Paulista,10,4336
Planalto Paulista,11,2303
Planalto Paulista,12,5639
Planalto Paulista,13,5003
Planalto Paulista,14,2338
Planalto Paulista,15,3285
Planalto Paulista,16,6383
Planalto Paulista,17,7711
Planalto Paulista,18,5293
Planalto Paulista,19,2955
Planalto Paulista,20,879
Planalto Paulista,21,500
Planalto Paulista,22,1633
Planalto Paulista,23,1344
Pompéia,0,814
Pompéia,3,123
Pompéia,5,123
Pompéia,6,2012
Pompéia,7,3034
Pompéia,8,2641
Pompéia,9,1129
Pompéia,10,2029
Pompéia,11,1256
Pompéia,12,4409
Pompéia,13,4176
Pompéia,14,2873
Pompéia,15,1552
Pompéia,16,2960
Pompéia,17,3791
Pompéia,18,4967
Pompéia,19,2126
Pompéia,20,1140
Pompéia,21,1694
Pompéia,22,2009
Pompéia,23,203
Ponte Grande,0,802
Ponte Grande,3,194
Ponte Grande,4,628
Ponte Grande,5,1094
Ponte Grande,6,6821
Ponte Grande,7,4056
Ponte Grande,8,2961
Ponte Grande,9,2858
Ponte Grande,10,643
Ponte Grande,11,3774
Ponte Grande,12,10339
Ponte Grande,13,1843
Ponte Grande,14,3635
Ponte Grande,15,8205
Ponte Grande,16,6617
Ponte Grande,17,12766
Ponte Grande,18,19325
Ponte Grande,19,5558
Ponte Grande,20,2895
Ponte Grande,21,552
Ponte Grande,22,2026
Ponte Grande,23,318
Ponte Pequena,2,30
Ponte Pequena,4,92
Ponte Pequena,5,593
Ponte Pequena,6,2345
Ponte Pequena,7,1522
Ponte Pequena,8,520
Ponte Pequena,9,492
Ponte Pequena,10,1590
Ponte Pequena,11,1197
Ponte Pequena,12,4092
Ponte Pequena,13,267
Ponte Pequena,14,476
Ponte Pequena,15,941
Ponte Pequena,16,2733
Ponte Pequena,17,5740
Ponte Pequena,18,4010
Ponte Pequena,19,2721
Ponte Pequena,20,411
Ponte Pequena,21,938
Ponte Pequena,22,4954
Ponte Pequena,23,604
Ponte Rasa,0,313
Ponte Rasa,4,946
Ponte Rasa,5,1081
Ponte Rasa,6,3119
Ponte Rasa,7,9258
Ponte Rasa,8,2044
Ponte Rasa,9,3033
Ponte Rasa,10,1638
Ponte Rasa,11,4960
Ponte Rasa,12,7121
Ponte Rasa,13,6667
Ponte Rasa,14,1947
Ponte Rasa,15,1723
Ponte Rasa,16,3138
Ponte Rasa,17,5575
Ponte Rasa,18,7557
Ponte Rasa,19,2035
Ponte Rasa,20,1367
Ponte Rasa,22,399
Portal do Morumbi,5,157
Portal do Morumbi,6,5377
Portal do Morumbi,7,4808
Portal do Morumbi,8,2269
Portal do Morumbi,9,1844
Portal do Morumbi,10,1101
Portal do Morumbi,11,1189
Portal do Morumbi,12,1583
Portal do Morumbi,13,2116
Portal do Morumbi,14,1237
Portal do Morumbi,15,1966
Portal do Morumbi,16,3364
Portal do Morumbi,17,1806
Portal do Morumbi,18,1765
Portal do Morumbi,19,378
Portal do Morumbi,20,27
Portal do Morumbi,21,287
Portal do Morumbi,22,316
Portal do Morumbi,23,27
Poá,0,1016
Poá,4,889
Poá,5,2182
Poá,6,29702
Poá,7,5971
Poá,8,9370
Poá,9,6488
Poá,10,2301
Poá,11,1923
Poá,12,31072
Poá,13,5246
Poá,14,1621
Poá,15,3044
Poá,16,7690
Poá,17,17960
Poá,18,12048
Poá,19,1628
Poá,20,1916
Poá,21,2095
Poá,22,2666
Poá,23,902
Praça João Mendes,0,448
Praça João Mendes,4,170
Praça João Mendes,5,1215
Praça João Mendes,6,2761
Praça João Mendes,7,2407
Praça João Mendes,8,1855
Praça João Mendes,9,2756
Praça João Mendes,10,1323
Praça João Mendes,11,2339
Praça João Mendes,12,9339
Praça João Mendes,13,5631
Praça João Mendes,14,5814
Praça João Mendes,15,2857
Praça João Mendes,16,3814
Praça João Mendes,17,6993
Praça João Mendes,18,6538
Praça João Mendes,19,3124
Praça João Mendes,20,1932
Praça João Mendes,21,274
Praça João Mendes,22,1329
Praça João Mendes,23,53
Presidente Altino,1,149
Presidente Altino,3,282
Presidente Altino,4,277
Presidente Altino,5,105
Presidente Altino,6,3230
Presidente Altino,7,3740
Presidente Altino,8,1061
Presidente Altino,9,1836
Presidente Altino,10,867
Presidente Altino,11,1013
Presidente Altino,12,7082
Presidente Altino,13,3536
Presidente Altino,14,3497
Presidente Altino,15,949
Presidente Altino,16,2553
Presidente Altino,17,7235
Presidente Altino,18,5790
Presidente Altino,19,1557
Presidente Altino,20,623
Presidente Altino,21,498
Presidente Altino,22,798
Presidente Altino,23,509
Quarta Parada,0,207
Quarta Parada,1,643
Quarta Parada,4,56
Quarta Parada,5,417
Quarta Parada,6,1443
Quarta Parada,7,2387
Quarta Parada,8,926
Quarta Parada,9,288
Quarta Parada,10,2642
Quarta Parada,11,363
Quarta Parada,12,3761
Quarta Parada,13,2394
Quarta Parada,14,4683
Quarta Parada,15,3740
Quarta Parada,16,4120
Quarta Parada,17,4189
Quarta Parada,18,2910
Quarta Parada,19,3464
Quarta Parada,20,852
Quarta Parada,21,1783
Quarta Parada,22,989
Quarta Parada,23,10
Quatro Encruzilhadas,5,147
Quatro Encruzilhadas,6,466
Quatro Encruzilhadas,7,863
